accuracy,recall,precision,f1_score,model,classifier,pooling,penalty,kernel,regularization,max_iter,solver,embedding_dim,train_time
0.5760869565217391,0.576080234534902,0.5754902614325147,0.5754125008774124,SWEM,lr,max,l2,,0.06951927961775606,300,lbfgs,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,0.8048913478851318
0.5760869565217391,0.5760801866174382,0.5754897981975912,0.5754047287445319,SWEM,lr,max,l2,,0.1,300,lbfgs,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,0.7029736042022705
0.5212335692618807,0.521245932645871,0.5362918741424468,0.5191554699564916,SWEM,lr,max,l2,,0.0001,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.5657544136047363
0.5336198179979778,0.5336272782238414,0.5439822734919099,0.5330823771307552,SWEM,lr,max,l2,,0.0001438449888287663,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.571493148803711
0.5476491405460061,0.5476522886482856,0.5544410691706689,0.5478100103136666,SWEM,lr,max,l2,,0.00020691380811147902,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.6555068492889404
0.5557381193124368,0.5557384085977731,0.5589829394441751,0.5559369577371823,SWEM,lr,max,l2,,0.00029763514416313193,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.671703577041626
0.5629423660262892,0.5629405471733536,0.5644546128021584,0.5630947551959992,SWEM,lr,max,l2,,0.00042813323987193956,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.726760149002075
0.5679979777553084,0.5679948333473731,0.5687282252276247,0.5680273243216499,SWEM,lr,max,l2,,0.0006158482110660267,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.679459571838379
0.5739383215369059,0.573933771739794,0.5739841340027412,0.5737999798594107,SWEM,lr,max,l2,,0.0008858667904100823,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.6751251220703125
0.5740647118301314,0.5740592675777311,0.5738809698299154,0.5737699426236275,SWEM,lr,max,l2,,0.0012742749857031334,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.655086040496826
0.5731799797775531,0.5731741361846908,0.5728617922226814,0.5727998041265017,SWEM,lr,max,l2,,0.0018329807108324356,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.6716270446777344
0.5735591506572295,0.5735528279018408,0.5731220008004329,0.5730677446580509,SWEM,lr,max,l2,,0.0026366508987303583,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.6716039180755615
0.5739383215369059,0.5739320946285577,0.5735125858909763,0.573456079804084,SWEM,lr,max,l2,,0.00379269019073225,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.7086341381073
0.5745702730030333,0.5745639822249209,0.5741022089737391,0.5740312801573367,SWEM,lr,max,l2,,0.005455594781168515,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.688417434692383
0.5740647118301314,0.5740583571459171,0.5735660033521289,0.5734991352981801,SWEM,lr,max,l2,,0.007847599703514606,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.7442054748535156
0.5749494438827099,0.5749430572817822,0.5744207197401584,0.5743613906826334,SWEM,lr,max,l2,,0.011288378916846883,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.6670515537261963
0.5743174924165824,0.5743108821806356,0.5737669286390544,0.573685059807378,SWEM,lr,max,l2,,0.01623776739188721,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.688349962234497
0.5754550050556118,0.5754483948560027,0.5749009124243919,0.5748221210093213,SWEM,lr,max,l2,,0.023357214690901212,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.6894054412841797
0.5755813953488372,0.5755747052908259,0.5750276049598674,0.5749218329433631,SWEM,lr,max,l2,,0.03359818286283781,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.7201786041259766
0.5758341759352882,0.5758274219954002,0.5752435506183976,0.575156686899026,SWEM,lr,max,l2,,0.04832930238571752,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.6441078186035156
0.5758341759352882,0.5758274219954002,0.5752325807688448,0.57515164942737,SWEM,lr,max,l2,,0.06951927961775606,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF69E7D0>>,2.6381287574768066
0.5757077856420627,0.575701063643113,0.5751096442455595,0.5750315056000629,SWEM,lr,max,l2,,0.1,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.688450574874878
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,aver,l1,,0.0001,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4CB2A10>>,0.43416452407836914
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,aver,l1,,0.0001438449888287663,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,0.43428730964660645
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,aver,l1,,0.00020691380811147902,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4CF0850>>,0.43419790267944336
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,aver,l1,,0.00029763514416313193,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,0.6222259998321533
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,aver,l1,,0.00042813323987193956,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,0.619950532913208
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,aver,l1,,0.0006158482110660267,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,0.6955182552337646
0.3332912032355915,0.3333333333333333,0.11109706774519718,0.1666508673807944,SWEM,lr,aver,l1,,0.0008858667904100823,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,0.9349238872528076
0.44603134479271994,0.44601283095514166,0.44327610767418196,0.4361122907646932,SWEM,lr,aver,l1,,0.0012742749857031334,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.7886507511138916
0.49582912032355914,0.4958225554977671,0.4954929502967706,0.4950525652991713,SWEM,lr,aver,l1,,0.0018329807108324356,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,3.32167911529541
0.5596562184024267,0.5596460777782857,0.5593384752429138,0.5583288160877605,SWEM,lr,aver,l1,,0.0026366508987303583,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.9395227432250977
0.5812689585439839,0.5812589144451891,0.5805573567392154,0.5799425654740111,SWEM,lr,aver,l1,,0.00379269019073225,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,2.6709959506988525
0.6002275025278059,0.6002177465394246,0.5996248339009318,0.599026654272459,SWEM,lr,aver,l1,,0.005455594781168515,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.7013373374938965
0.6119817997977756,0.611972571276988,0.6116187089476544,0.6108900725326328,SWEM,lr,aver,l1,,0.007847599703514606,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,2.7576637268066406
0.6156471183013145,0.6156383051823026,0.6151820063829243,0.6146599185921637,SWEM,lr,aver,l1,,0.011288378916846883,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.692171573638916
0.6203235591506572,0.6203153850805526,0.6198375744428292,0.6194597330870687,SWEM,lr,aver,l1,,0.01623776739188721,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,2.7224299907684326
0.6214610717896866,0.6214527540035281,0.6209929444402489,0.6205601107085926,SWEM,lr,aver,l1,,0.023357214690901212,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.7709264755249023
0.6227249747219413,0.6227168167010378,0.6221934687615954,0.6218318689516961,SWEM,lr,aver,l1,,0.03359818286283781,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,2.636474609375
0.6246208291203236,0.6246123357377358,0.6239265803353887,0.6236874030087644,SWEM,lr,aver,l1,,0.04832930238571752,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.671757698059082
0.6274014155712841,0.6273929382500101,0.6267246052502733,0.6264265158374288,SWEM,lr,aver,l1,,0.06951927961775606,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,2.920511245727539
0.6257583417593529,0.6257499442480308,0.6250767703650636,0.6247919065842725,SWEM,lr,aver,l1,,0.1,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF5F6550>>,2.763947010040283
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,max,l1,,0.0001,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,0.45519018173217773
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,max,l1,,0.0001438449888287663,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF6C8CD0>>,0.4571726322174072
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,max,l1,,0.00020691380811147902,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,0.9481275081634521
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,max,l1,,0.00029763514416313193,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FDF6C8CD0>>,0.9180567264556885
0.333417593528817,0.3333333333333333,0.111139197842939,0.16669826224328596,SWEM,lr,max,l1,,0.00042813323987193956,300,saga,<bound method EmbeddingLoader.vector_size of <src.trainers.utils.EmbeddingLoader object at 0x0000026FE4C4D3D0>>,0.9567601680755615
